date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,atm_strike,atm_call_ticker,atm_call_open,atm_call_high,atm_call_low,atm_call_close,atm_call_volume,atm_call_vwap,atm_put_ticker,atm_put_open,atm_put_high,atm_put_low,atm_put_close,atm_put_volume,atm_put_vwap,plus_1_strike,plus_1_call_ticker,plus_1_call_open,plus_1_call_high,plus_1_call_low,plus_1_call_close,plus_1_call_volume,plus_1_call_vwap,plus_1_put_ticker,plus_1_put_open,plus_1_put_high,plus_1_put_low,plus_1_put_close,plus_1_put_volume,plus_1_put_vwap,plus_2_strike,plus_2_call_ticker,plus_2_call_open,plus_2_call_high,plus_2_call_low,plus_2_call_close,plus_2_call_volume,plus_2_call_vwap,plus_2_put_ticker,plus_2_put_open,plus_2_put_high,plus_2_put_low,plus_2_put_close,plus_2_put_volume,plus_2_put_vwap,plus_3_strike,plus_3_call_ticker,plus_3_call_open,plus_3_call_high,plus_3_call_low,plus_3_call_close,plus_3_call_volume,plus_3_call_vwap,plus_3_put_ticker,plus_3_put_open,plus_3_put_high,plus_3_put_low,plus_3_put_close,plus_3_put_volume,plus_3_put_vwap,minus_1_strike,minus_1_call_ticker,minus_1_call_open,minus_1_call_high,minus_1_call_low,minus_1_call_close,minus_1_call_volume,minus_1_call_vwap,minus_1_put_ticker,minus_1_put_open,minus_1_put_high,minus_1_put_low,minus_1_put_close,minus_1_put_volume,minus_1_put_vwap,minus_2_strike,minus_2_call_ticker,minus_2_call_open,minus_2_call_high,minus_2_call_low,minus_2_call_close,minus_2_call_volume,minus_2_call_vwap,minus_2_put_ticker,minus_2_put_open,minus_2_put_high,minus_2_put_low,minus_2_put_close,minus_2_put_volume,minus_2_put_vwap
2025-01-16,594.175,594.35,590.93,591.64,592.78,43292162.0,2025-01-16,593,O:SPY250116C00593000,2.28,2.31,0.01,0.01,568252,0.8212,O:SPY250116P00593000,1.14,2.58,0.23,2.5,376113,1.2511,594,O:SPY250116C00594000,1.72,1.72,0.01,0.01,479038,0.6033,O:SPY250116P00594000,1.55,3.57,0.89,3.57,109913,1.7443,595,O:SPY250116C00595000,1.19,1.22,0.01,0.01,394016,0.3528,O:SPY250116P00595000,2.07,4.1,1.55,4.1,37808,2.4413,596,O:SPY250116C00596000,0.8,0.83,0.01,0.01,156136,0.2561,O:SPY250116P00596000,2.71,5.11,2.19,5.11,16703,3.3691,592,O:SPY250116C00592000,2.96,3.01,0.01,0.01,287850,1.1312,O:SPY250116P00592000,0.86,1.9,0.04,1.34,505310,0.8424,591,O:SPY250116C00591000,3.76,3.78,0.01,0.01,80716,1.6988,O:SPY250116P00591000,0.63,1.42,0.01,0.55,364001,0.5781
2025-01-17,596.96,599.36,595.61,597.58,591.64,55360878.0,2025-01-17,592,O:SPY250117C00592000,5.2,7.35,4.08,5.25,9133,5.493,O:SPY250117P00592000,0.36,0.5,0.01,0.01,92311,0.1681,593,O:SPY250117C00593000,4.33,6.37,3.34,4.31,18136,4.3907,O:SPY250117P00593000,0.62,0.7,0.01,0.03,132996,0.2301,594,O:SPY250117C00594000,3.6,5.37,2.56,3.26,19464,3.8559,O:SPY250117P00594000,0.67,0.96,0.01,0.01,202163,0.2909,595,O:SPY250117C00595000,2.73,4.39,1.91,2.3,40227,2.8782,O:SPY250117P00595000,0.87,1.32,0.01,0.01,292224,0.4437,591,O:SPY250117C00591000,6.2,8.33,4.89,6.3,8804,6.3982,O:SPY250117P00591000,0.27,0.37,0.01,0.01,75687,0.1253,590,O:SPY250117C00590000,7.21,9.35,5.96,7.08,13874,7.5726,O:SPY250117P00590000,0.21,0.27,0.01,0.01,128356,0.088
2025-01-21,600.67,603.06,598.67,603.05,597.58,42487853.0,2025-01-21,598,O:SPY250121C00598000,3.45,5.68,1.87,4.78,25916,2.9803,O:SPY250121P00598000,0.74,1.19,0.01,0.01,238995,0.4314,599,O:SPY250121C00599000,2.67,4.48,1.32,4.0,54275,2.1275,O:SPY250121P00599000,1.0,1.62,0.01,0.01,330169,0.6523,600,O:SPY250121C00600000,2.02,3.62,0.81,3.06,249471,1.5162,O:SPY250121P00600000,1.28,2.18,0.01,0.01,414699,0.7633,601,O:SPY250121C00601000,1.49,2.55,0.52,2.0,350074,1.0726,O:SPY250121P00601000,1.77,2.83,0.01,0.01,333526,0.6707,597,O:SPY250121C00597000,4.19,6.63,2.57,6.25,8662,3.8573,O:SPY250121P00597000,0.55,0.86,0.01,0.01,149837,0.3632,596,O:SPY250121C00596000,5.03,7.5,3.34,7.11,4379,5.0995,O:SPY250121P00596000,0.38,0.62,0.01,0.01,93537,0.2333
2025-01-22,605.92,607.82,605.36,606.44,603.05,48195973.0,2025-01-22,603,O:SPY250122C00603000,2.0,4.85,2.0,3.22,12337,3.5936,O:SPY250122P00603000,0.34,0.46,0.01,0.01,142684,0.1601,604,O:SPY250122C00604000,2.35,3.87,1.71,2.14,21228,2.6656,O:SPY250122P00604000,0.5,0.68,0.01,0.01,218662,0.2387,605,O:SPY250122C00605000,1.63,2.92,1.07,1.23,57050,1.8903,O:SPY250122P00605000,0.73,0.99,0.01,0.01,346162,0.3495,606,O:SPY250122C00606000,0.95,2.02,0.17,0.24,230724,1.2143,O:SPY250122P00606000,1.15,1.44,0.02,0.03,418893,0.4226,602,O:SPY250122C00602000,4.07,5.82,3.48,4.21,9570,4.4781,O:SPY250122P00602000,0.21,0.31,0.01,0.01,88938,0.1083,601,O:SPY250122C00601000,5.04,6.78,4.24,5.32,8180,5.334,O:SPY250122P00601000,0.14,0.22,0.01,0.01,47175,0.0796
2025-01-23,605.8,609.75,605.52,609.75,606.44,40935363.0,2025-01-23,606,O:SPY250123C00606000,0.95,3.85,0.72,3.4,212411,1.1822,O:SPY250123P00606000,1.17,1.3,0.01,0.01,425215,0.4558,607,O:SPY250123C00607000,0.5,2.7,0.33,2.45,423773,0.8013,O:SPY250123P00607000,1.8,1.9,0.01,0.01,419426,0.4471,608,O:SPY250123C00608000,0.25,1.66,0.13,1.37,515835,0.3715,O:SPY250123P00608000,2.43,2.67,0.01,0.01,263003,0.6166,609,O:SPY250123C00609000,0.11,0.73,0.02,0.35,288114,0.1288,O:SPY250123P00609000,3.43,3.55,0.02,0.02,58141,1.0659,605,O:SPY250123C00605000,1.54,4.64,1.31,4.3,44948,1.9614,O:SPY250123P00605000,0.8,0.87,0.01,0.01,306902,0.3426,604,O:SPY250123C00604000,2.28,5.45,2.06,5.32,11597,2.9319,O:SPY250123P00604000,0.52,0.58,0.01,0.01,145115,0.2497
2025-01-24,609.81,610.78,606.8,607.97,609.75,34604693.0,2025-01-24,610,O:SPY250124C00610000,0.91,1.49,0.01,0.01,586781,0.5298,O:SPY250124P00610000,1.24,3.15,0.5,2.5,312930,1.0706,611,O:SPY250124C00611000,0.54,0.9,0.01,0.01,387403,0.3166,O:SPY250124P00611000,1.86,4.05,1.03,3.2,50078,1.6181,612,O:SPY250124C00612000,0.21,0.48,0.01,0.01,170410,0.1788,O:SPY250124P00612000,2.51,5.06,1.73,3.98,8995,2.5733,613,O:SPY250124C00613000,0.11,0.25,0.01,0.01,43604,0.0781,O:SPY250124P00613000,3.45,6.18,2.6,5.3,3253,3.4471,609,O:SPY250124C00609000,1.59,2.22,0.01,0.01,349257,0.6626,O:SPY250124P00609000,0.79,2.17,0.22,1.15,385491,0.6811,608,O:SPY250124C00608000,2.25,3.05,0.01,0.01,245022,0.5994,O:SPY250124P00608000,0.52,1.3,0.1,0.43,343050,0.4638
2025-01-27,594.81,599.69,594.64,599.37,607.97,70298125.0,2025-01-27,608,O:SPY250127C00608000,0.03,0.09,0.01,0.01,24208,0.0255,O:SPY250127P00608000,13.0,13.3,8.1,8.31,9345,10.4221,609,O:SPY250127C00609000,0.01,0.07,0.01,0.01,10089,0.0193,O:SPY250127P00609000,14.2,14.24,9.18,9.46,3317,11.4696,610,O:SPY250127C00610000,0.01,0.07,0.01,0.01,15861,0.0151,O:SPY250127P00610000,15.0,15.21,9.7,10.3,3065,12.5665,611,O:SPY250127C00611000,0.02,0.03,0.01,0.01,12260,0.0123,O:SPY250127P00611000,16.0,16.27,11.38,11.96,517,13.9188,607,O:SPY250127C00607000,0.02,0.07,0.01,0.01,29225,0.0432,O:SPY250127P00607000,11.79,12.35,6.76,7.31,8529,9.8277,606,O:SPY250127C00606000,0.05,0.1,0.01,0.01,25931,0.0602,O:SPY250127P00606000,11.0,12.9,5.67,6.44,8214,8.565
2025-01-28,600.62,605.37,597.25,604.52,599.37,44433322.0,2025-01-28,599,O:SPY250128C00599000,2.73,6.31,1.03,4.99,61843,1.976,O:SPY250128P00599000,1.08,2.72,0.01,0.01,213283,0.632,600,O:SPY250128C00600000,2.12,5.35,0.7,3.97,147072,1.7508,O:SPY250128P00600000,1.4,3.42,0.01,0.01,226987,0.6171,601,O:SPY250128C00601000,1.59,4.35,0.45,3.04,187093,1.4145,O:SPY250128P00601000,1.85,4.15,0.01,0.01,213152,0.6295,602,O:SPY250128C00602000,1.11,3.33,0.28,1.94,246096,1.1175,O:SPY250128P00602000,2.46,4.94,0.01,0.01,269918,0.6701,598,O:SPY250128C00598000,3.52,7.32,1.44,6.1,39654,2.5726,O:SPY250128P00598000,0.78,2.13,0.01,0.01,135282,0.6437,597,O:SPY250128C00597000,4.33,8.26,1.95,7.0,13865,3.4244,O:SPY250128P00597000,0.63,1.65,0.01,0.01,91106,0.5775
2025-01-29,603.72,604.13,599.22,601.81,604.52,37155029.0,2025-01-29,605,O:SPY250129C00605000,1.48,1.59,0.01,0.02,240414,0.8027,O:SPY250129P00605000,2.8,5.96,1.93,3.91,22640,3.3354,606,O:SPY250129C00606000,1.09,1.18,0.01,0.01,170349,0.5457,O:SPY250129P00606000,3.26,6.96,2.65,5.08,9532,4.0726,607,O:SPY250129C00607000,0.76,0.85,0.01,0.01,119264,0.3815,O:SPY250129P00607000,4.09,7.74,3.53,6.01,4873,4.8018,608,O:SPY250129C00608000,0.56,0.6,0.01,0.01,129331,0.2236,O:SPY250129P00608000,4.65,8.68,4.46,6.8,4515,5.6041,604,O:SPY250129C00604000,1.94,2.08,0.01,0.01,307731,1.1381,O:SPY250129P00604000,2.26,5.2,1.27,2.64,64844,2.475,603,O:SPY250129C00603000,2.49,2.66,0.02,0.09,328243,1.5146,O:SPY250129P00603000,1.77,4.39,0.8,1.67,195931,2.0134
2025-01-30,603.96,606.6,600.715,605.04,601.81,39092005.0,2025-01-30,602,O:SPY250130C00602000,2.9,4.57,0.81,2.39,112751,1.7597,O:SPY250130P00602000,0.91,2.17,0.01,0.02,256621,0.7456,603,O:SPY250130C00603000,2.19,3.55,0.43,1.8,234645,1.3335,O:SPY250130P00603000,1.25,2.85,0.03,0.07,301069,0.848,604,O:SPY250130C00604000,1.66,2.74,0.2,0.87,344826,1.0988,O:SPY250130P00604000,1.66,3.64,0.09,0.23,244644,1.012,605,O:SPY250130C00605000,1.19,2.04,0.08,0.35,370973,0.8011,O:SPY250130P00605000,2.13,4.47,0.2,0.63,166183,1.1374,601,O:SPY250130C00601000,3.6,5.57,1.33,3.9,43720,2.3808,O:SPY250130P00601000,0.66,1.59,0.01,0.01,204864,0.51,600,O:SPY250130C00600000,4.45,6.52,1.87,4.41,17148,3.8158,O:SPY250130P00600000,0.48,1.13,0.01,0.01,186745,0.3838
2025-01-31,607.5,609.96,601.05,601.82,605.04,66644817.0,2025-01-31,605,O:SPY250131C00605000,3.16,5.06,0.01,0.01,160660,0.9924,O:SPY250131P00605000,0.7,3.95,0.07,3.14,249727,0.7966,606,O:SPY250131C00606000,2.34,4.11,0.01,0.01,159867,0.8798,O:SPY250131P00606000,0.98,4.9,0.11,4.5,206668,0.9106,607,O:SPY250131C00607000,1.74,3.22,0.01,0.01,191050,0.8523,O:SPY250131P00607000,1.28,5.89,0.17,5.6,333523,0.9386,608,O:SPY250131C00608000,1.19,2.38,0.01,0.01,315456,0.9178,O:SPY250131P00608000,1.71,6.95,0.31,6.7,346698,1.0371,604,O:SPY250131C00604000,4.02,6.02,0.01,0.01,125922,1.0483,O:SPY250131P00604000,0.45,3.0,0.05,2.52,224028,0.7425,603,O:SPY250131C00603000,4.83,7.0,0.01,0.01,100091,1.1069,O:SPY250131P00603000,0.36,2.11,0.03,1.22,164417,0.6958
2025-02-03,592.67,600.29,590.49,597.77,601.82,65817248.0,2025-02-03,602,O:SPY250203C00602000,0.11,0.75,0.01,0.01,167540,0.2652,O:SPY250203P00602000,9.36,11.5,2.04,4.14,21520,5.6439,603,O:SPY250203C00603000,0.09,0.92,0.01,0.01,95678,0.1748,O:SPY250203P00603000,9.86,12.4,2.92,5.04,9235,6.8029,604,O:SPY250203C00604000,0.06,0.38,0.01,0.01,80552,0.0996,O:SPY250203P00604000,11.4,13.5,3.79,6.0,5208,8.0954,605,O:SPY250203C00605000,0.05,0.27,0.01,0.01,84779,0.0689,O:SPY250203P00605000,12.3,14.48,4.87,7.1,6573,8.4798,601,O:SPY250203C00601000,0.16,1.03,0.01,0.01,200168,0.4432,O:SPY250203P00601000,8.47,10.5,1.31,3.06,26624,3.6686,600,O:SPY250203C00600000,0.24,1.37,0.01,0.02,394732,0.6785,O:SPY250203P00600000,7.5,9.52,0.78,2.2,98652,2.445
2025-02-04,597.83,602.3,597.28,601.78,597.77,33346815.0,2025-02-04,598,O:SPY250204C00598000,2.05,4.4,1.8,2.62,79574,2.5574,O:SPY250204P00598000,2.22,2.49,0.01,0.01,211177,0.7083,599,O:SPY250204C00599000,1.57,3.54,1.38,1.85,90788,2.0932,O:SPY250204P00599000,2.72,3.04,0.02,0.03,242666,0.7971,600,O:SPY250204C00600000,1.17,2.75,0.73,0.75,239410,1.7,O:SPY250204P00600000,3.33,3.68,0.07,0.17,345637,0.9455,601,O:SPY250204C00601000,0.84,2.03,0.23,0.25,389441,1.2433,O:SPY250204P00601000,4.17,4.31,0.2,0.5,272908,1.1572,597,O:SPY250204C00597000,2.61,5.31,2.32,3.61,24836,3.5257,O:SPY250204P00597000,1.76,2.01,0.01,0.01,150335,0.6201,596,O:SPY250204C00596000,3.25,6.31,2.9,4.74,10097,4.6527,O:SPY250204P00596000,1.37,1.6,0.01,0.01,116582,0.4254
2025-02-05,600.64,604.37,598.58,604.22,601.78,30623149.0,2025-02-05,602,O:SPY250205C00602000,0.87,2.42,0.37,2.32,387561,0.879,O:SPY250205P00602000,2.07,3.75,0.01,0.01,298086,0.509,603,O:SPY250205C00603000,0.54,1.4,0.2,1.4,436196,0.5668,O:SPY250205P00603000,2.91,4.6,0.01,0.01,267474,0.6544,604,O:SPY250205C00604000,0.4,0.45,0.06,0.35,324829,0.2362,O:SPY250205P00604000,3.63,5.47,0.01,0.01,88001,0.9243,605,O:SPY250205C00605000,0.16,0.21,0.02,0.03,271408,0.0875,O:SPY250205P00605000,4.58,6.42,0.56,0.6,17368,2.1334,601,O:SPY250205C00601000,1.33,3.4,0.62,3.39,312699,1.2248,O:SPY250205P00601000,1.64,3.01,0.01,0.01,258001,0.6235,600,O:SPY250205C00600000,1.89,4.53,0.96,4.32,163749,1.7036,O:SPY250205P00600000,1.19,2.35,0.01,0.01,321077,0.8081
2025-02-06,605.99,606.4525,602.63,606.32,604.22,35771503.0,2025-02-06,604,O:SPY250206C00604000,2.69,2.77,0.3,1.21,162859,1.3638,O:SPY250206P00604000,0.72,1.88,0.03,0.05,334667,0.8137,605,O:SPY250206C00605000,1.96,2.05,0.12,0.3,390410,1.1327,O:SPY250206P00605000,0.99,2.62,0.2,0.25,391812,1.0913,606,O:SPY250206C00606000,1.25,1.44,0.01,0.01,499650,0.7913,O:SPY250206P00606000,1.38,3.43,0.5,0.94,134959,1.5413,607,O:SPY250206C00607000,0.78,0.95,0.01,0.01,292470,0.4873,O:SPY250206P00607000,1.88,4.39,0.98,1.91,19352,2.3164,603,O:SPY250206C00603000,3.44,3.71,0.89,2.03,59430,1.9357,O:SPY250206P00603000,0.53,1.28,0.02,0.02,270190,0.5488,602,O:SPY250206C00602000,4.29,4.76,1.3,3.11,21488,3.3119,O:SPY250206P00602000,0.39,0.82,0.01,0.01,167496,0.3588
