date,spy_open,spy_high,spy_low,spy_close,spy_close_prev_day,spy_volume,expiration_date,minus_3_strike,minus_2_strike,minus_1_strike,atm_strike,plus_1_strike,plus_2_strike,plus_3_strike,plus_4_strike,plus_5_strike,minus_3_call_ticker,minus_2_call_ticker,minus_1_call_ticker,atm_call_ticker,plus_1_call_ticker,plus_2_call_ticker,plus_3_call_ticker,plus_4_call_ticker,plus_5_call_ticker,minus_3_call_open,minus_2_call_open,minus_1_call_open,atm_call_open,plus_1_call_open,plus_2_call_open,plus_3_call_open,plus_4_call_open,plus_5_call_open,minus_3_call_high,minus_2_call_high,minus_1_call_high,atm_call_high,plus_1_call_high,plus_2_call_high,plus_3_call_high,plus_4_call_high,plus_5_call_high,minus_3_call_low,minus_2_call_low,minus_1_call_low,atm_call_low,plus_1_call_low,plus_2_call_low,plus_3_call_low,plus_4_call_low,plus_5_call_low,minus_3_call_close,minus_2_call_close,minus_1_call_close,atm_call_close,plus_1_call_close,plus_2_call_close,plus_3_call_close,plus_4_call_close,plus_5_call_close,minus_3_call_volume,minus_2_call_volume,minus_1_call_volume,atm_call_volume,plus_1_call_volume,plus_2_call_volume,plus_3_call_volume,plus_4_call_volume,plus_5_call_volume,minus_3_call_vwap,minus_2_call_vwap,minus_1_call_vwap,atm_call_vwap,plus_1_call_vwap,plus_2_call_vwap,plus_3_call_vwap,plus_4_call_vwap,plus_5_call_vwap,minus_3_call_prev_open,minus_2_call_prev_open,minus_1_call_prev_open,atm_call_prev_open,plus_1_call_prev_open,plus_2_call_prev_open,plus_3_call_prev_open,plus_4_call_prev_open,plus_5_call_prev_open,minus_3_call_prev_close,minus_2_call_prev_close,minus_1_call_prev_close,atm_call_prev_close,plus_1_call_prev_close,plus_2_call_prev_close,plus_3_call_prev_close,plus_4_call_prev_close,plus_5_call_prev_close,minus_3_call_prev_volume,minus_2_call_prev_volume,minus_1_call_prev_volume,atm_call_prev_volume,plus_1_call_prev_volume,plus_2_call_prev_volume,plus_3_call_prev_volume,plus_4_call_prev_volume,plus_5_call_prev_volume,minus_3_call_prev_vwap,minus_2_call_prev_vwap,minus_1_call_prev_vwap,atm_call_prev_vwap,plus_1_call_prev_vwap,plus_2_call_prev_vwap,plus_3_call_prev_vwap,plus_4_call_prev_vwap,plus_5_call_prev_vwap,minus_3_put_ticker,minus_2_put_ticker,minus_1_put_ticker,atm_put_ticker,plus_1_put_ticker,plus_2_put_ticker,plus_3_put_ticker,plus_4_put_ticker,plus_5_put_ticker,minus_3_put_open,minus_2_put_open,minus_1_put_open,atm_put_open,plus_1_put_open,plus_2_put_open,plus_3_put_open,plus_4_put_open,plus_5_put_open,minus_3_put_high,minus_2_put_high,minus_1_put_high,atm_put_high,plus_1_put_high,plus_2_put_high,plus_3_put_high,plus_4_put_high,plus_5_put_high,minus_3_put_low,minus_2_put_low,minus_1_put_low,atm_put_low,plus_1_put_low,plus_2_put_low,plus_3_put_low,plus_4_put_low,plus_5_put_low,minus_3_put_close,minus_2_put_close,minus_1_put_close,atm_put_close,plus_1_put_close,plus_2_put_close,plus_3_put_close,plus_4_put_close,plus_5_put_close,minus_3_put_volume,minus_2_put_volume,minus_1_put_volume,atm_put_volume,plus_1_put_volume,plus_2_put_volume,plus_3_put_volume,plus_4_put_volume,plus_5_put_volume,minus_3_put_vwap,minus_2_put_vwap,minus_1_put_vwap,atm_put_vwap,plus_1_put_vwap,plus_2_put_vwap,plus_3_put_vwap,plus_4_put_vwap,plus_5_put_vwap,minus_3_put_prev_open,minus_2_put_prev_open,minus_1_put_prev_open,atm_put_prev_open,plus_1_put_prev_open,plus_2_put_prev_open,plus_3_put_prev_open,plus_4_put_prev_open,plus_5_put_prev_open,minus_3_put_prev_close,minus_2_put_prev_close,minus_1_put_prev_close,atm_put_prev_close,plus_1_put_prev_close,plus_2_put_prev_close,plus_3_put_prev_close,plus_4_put_prev_close,plus_5_put_prev_close,minus_3_put_prev_volume,minus_2_put_prev_volume,minus_1_put_prev_volume,atm_put_prev_volume,plus_1_put_prev_volume,plus_2_put_prev_volume,plus_3_put_prev_volume,plus_4_put_prev_volume,plus_5_put_prev_volume,minus_3_put_prev_vwap,minus_2_put_prev_vwap,minus_1_put_prev_vwap,atm_put_prev_vwap,plus_1_put_prev_vwap,plus_2_put_prev_vwap,plus_3_put_prev_vwap,plus_4_put_prev_vwap,plus_5_put_prev_vwap
2023-11-08,437.55,438.09,434.87,437.25,436.93,61731027.0,2023-11-08,431,433,435,437,439,441,443,445,447,O:SPY231108C00431000,O:SPY231108C00433000,O:SPY231108C00435000,O:SPY231108C00437000,O:SPY231108C00439000,O:SPY231108C00441000,O:SPY231108C00443000,O:SPY231108C00445000,O:SPY231108C00447000,6.51,4.52,2.7,1.25,0.37,0.1,0.03,0.01,0.01,7.04,5.11,3.2,1.57,0.5,0.1,0.03,0.01,0.01,3.95,2.1,0.67,0.02,0.01,0.01,0.01,0.01,0.01,5.95,3.94,1.9,0.02,0.01,0.01,0.01,0.01,0.01,529,3948,70327,509205,178285,45239.0,9604.0,8230.0,265.0,5.6525,3.5477,1.339,0.4815,0.1935,0.0421,0.0187,0.01,0.01,4.88,3.36,1.87,0.88,0.3,0.1,0.03,0.02,0.01,6.0,4.09,2.28,0.99,0.29,0.06,0.02,0.01,0.01,451,1630,32592,126373,49527.0,17054.0,6447.0,2378.0,2611.0,5.7752,3.7496,2.04,1.1327,0.3886,0.1064,0.0328,0.0163,0.0106,O:SPY231108P00431000,O:SPY231108P00433000,O:SPY231108P00435000,O:SPY231108P00437000,O:SPY231108P00439000,O:SPY231108P00441000,O:SPY231108P00443000,O:SPY231108P00445000,O:SPY231108P00447000,0.04,0.07,0.21,0.69,1.86,3.64,5.41,7.38,9.55,0.05,0.16,0.76,2.22,4.02,5.97,7.51,9.82,10.79,0.01,0.01,0.01,0.02,1.24,3.07,5.17,6.89,9.0,0.01,0.01,0.01,0.12,2.0,4.08,6.12,8.6,10.79,13074,73329,342399,492489,13420,942.0,8762.0,3540.0,26.0,0.0226,0.0554,0.2356,0.6934,2.0742,3.851,6.4858,7.2087,9.4415,0.28,0.58,1.17,2.11,3.6,5.59,6.13,9.91,10.15,0.06,0.13,0.4,1.09,2.38,4.16,6.49,8.1,10.21,20940,79690,109755,114869,3555.0,324.0,20.0,70.0,8.0,0.1372,0.2818,0.7309,1.1877,2.4181,4.1962,6.061,8.5447,10.1175
2023-11-09,438.43,438.47,433.4,433.84,437.25,83071417.0,2023-11-09,431,433,435,437,439,441,443,445,447,O:SPY231109C00431000,O:SPY231109C00433000,O:SPY231109C00435000,O:SPY231109C00437000,O:SPY231109C00439000,O:SPY231109C00441000,O:SPY231109C00443000,O:SPY231109C00445000,O:SPY231109C00447000,7.36,5.38,3.78,1.87,0.7,0.15,0.02,0.01,0.01,7.36,5.38,3.78,1.91,0.7,0.16,0.06,0.01,0.01,2.53,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.96,1.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3024,36430,169683,363971,219697,54555.0,14860.0,2452.0,500.0,3.4984,1.1219,0.4542,0.6905,0.2288,0.0484,0.0134,0.01,0.01,6.81,5.15,3.25,1.87,0.91,0.35,0.13,0.04,0.02,6.38,4.27,2.47,1.17,0.39,0.09,0.01,0.01,0.01,446,1118,20028,126422,53820.0,44910.0,8136.0,2555.0,1031.0,5.6868,3.9523,2.2426,1.2958,0.6006,0.1502,0.0698,0.0225,0.0137,O:SPY231109P00431000,O:SPY231109P00433000,O:SPY231109P00435000,O:SPY231109P00437000,O:SPY231109P00439000,O:SPY231109P00441000,O:SPY231109P00443000,O:SPY231109P00445000,O:SPY231109P00447000,0.02,0.05,0.16,0.45,1.26,2.87,5.02,6.79,9.74,0.06,0.3,1.79,3.55,5.49,7.5,9.25,11.07,13.17,0.01,0.01,0.07,0.35,1.24,2.78,4.9,6.79,9.23,0.01,0.01,0.94,3.09,4.98,7.39,9.25,10.74,13.17,38242,176220,322769,397661,22849,1182.0,12138.0,525.0,57.0,0.0314,0.1145,0.5118,0.8613,1.9564,3.8176,5.6393,7.2899,10.3616,0.14,0.3,0.59,1.19,2.28,3.49,5.25,7.09,9.75,0.06,0.14,0.41,1.09,2.35,4.1,6.11,8.02,11.36,18803,47944,89538,105868,6202.0,344.0,2748.0,98.0,101.0,0.1097,0.276,0.7379,1.2684,2.4433,4.2588,5.9587,8.106,10.2179
2023-11-10,435.98,440.93,433.8335,440.61,433.84,89558054.0,2023-11-10,428,430,432,434,436,438,440,442,444,O:SPY231110C00428000,O:SPY231110C00430000,O:SPY231110C00432000,O:SPY231110C00434000,O:SPY231110C00436000,O:SPY231110C00438000,O:SPY231110C00440000,O:SPY231110C00442000,O:SPY231110C00444000,7.92,6.03,4.14,2.34,1.03,0.26,0.03,0.01,0.01,12.87,10.97,8.91,7.07,5.0,3.11,1.07,0.04,0.01,6.51,4.55,2.7,1.14,0.28,0.04,0.01,0.01,0.01,12.87,10.73,8.74,6.79,4.81,2.78,0.77,0.01,0.01,535,2923,3386,27456,241020,238802.0,308231.0,45825.0,2902.0,9.0938,7.7156,5.1894,2.1143,0.9419,0.6448,0.2872,0.0194,0.01,10.39,8.58,6.68,4.67,3.15,1.74,0.78,0.29,0.08,6.15,4.32,2.67,1.37,0.52,0.13,0.04,0.01,0.01,3152,4788,4851,55337,93969.0,132434.0,80007.0,17364.0,9400.0,8.4054,5.1626,3.1707,1.5114,1.2425,0.9063,0.3343,0.1141,0.0351,O:SPY231110P00428000,O:SPY231110P00430000,O:SPY231110P00432000,O:SPY231110P00434000,O:SPY231110P00436000,O:SPY231110P00438000,O:SPY231110P00440000,O:SPY231110P00442000,O:SPY231110P00444000,0.02,0.05,0.13,0.38,1.0,2.3,4.01,6.68,8.38,0.04,0.08,0.22,0.71,1.86,3.53,5.62,7.34,9.55,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,3.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.34,3.45,17806,71606,59036,325770,346039,248141.0,152778.0,19565.0,2671.0,0.013,0.0336,0.0907,0.3631,0.5608,0.4428,0.5196,4.1943,5.7388,0.05,0.09,0.15,0.33,0.68,1.27,2.33,3.87,6.65,0.1,0.22,0.55,1.22,2.34,3.97,6.1,8.01,10.01,17987,81048,50192,118158,121368.0,56456.0,7290.0,918.0,180.0,0.0928,0.2006,0.5325,1.0329,1.304,1.919,4.1965,5.2138,7.8514
2023-11-13,439.23,441.33,438.42,440.19,440.61,52192568.0,2023-11-13,435,437,439,441,443,445,447,449,451,O:SPY231113C00435000,O:SPY231113C00437000,O:SPY231113C00439000,O:SPY231113C00441000,O:SPY231113C00443000,O:SPY231113C00445000,O:SPY231113C00447000,O:SPY231113C00449000,O:SPY231113C00451000,4.38,2.55,1.16,0.38,0.07,0.02,0.01,0.01,0.01,6.25,4.32,2.43,0.92,0.18,0.03,0.01,0.01,0.01,3.55,1.88,0.71,0.01,0.01,0.01,0.01,0.01,0.01,5.35,3.28,1.32,0.01,0.01,0.01,0.01,0.01,0.01,3295,8676,206430,571261,169272,29523.0,5338.0,558.0,239.0,4.9766,2.7078,1.0887,0.3603,0.0512,0.0161,0.01,0.01,0.01,2.27,1.2,0.53,0.16,0.05,0.02,0.01,0.01,0.01,5.89,4.05,2.37,1.07,0.36,0.09,0.03,0.02,0.01,36676,56336,62089,82015,57465.0,24310.0,8748.0,1685.0,24.0,2.2318,1.3647,1.1791,0.6072,0.2565,0.0743,0.024,0.0112,0.01,O:SPY231113P00435000,O:SPY231113P00437000,O:SPY231113P00439000,O:SPY231113P00441000,O:SPY231113P00443000,O:SPY231113P00445000,O:SPY231113P00447000,O:SPY231113P00449000,,0.1,0.31,0.93,2.12,3.8,5.57,7.55,9.3,,0.12,0.44,1.28,2.74,4.57,6.64,8.28,9.3,,0.01,0.01,0.01,0.29,1.88,3.76,5.73,7.74,,0.01,0.01,0.01,0.29,2.65,4.6,6.79,8.5,,55794,163056,411578,224747,4722,777.0,1653.0,19.0,,0.0578,0.2045,0.4376,0.7506,2.6118,4.9085,7.269,8.37,,1.24,2.21,3.59,5.93,7.58,9.0,12.37,12.9,,0.09,0.21,0.53,1.28,2.52,4.31,6.55,10.55,,138669,84180,71788,16570,1896.0,2148.0,5.0,20.0,,0.8701,0.8245,1.042,1.5497,5.8594,6.3364,7.692,11.117,
2023-11-14,446.32,450.06,446.09,448.73,440.19,97130503.0,2023-11-14,434,436,438,440,442,444,446,448,450,O:SPY231114C00434000,O:SPY231114C00436000,O:SPY231114C00438000,O:SPY231114C00440000,O:SPY231114C00442000,O:SPY231114C00444000,O:SPY231114C00446000,O:SPY231114C00448000,O:SPY231114C00450000,12.4,10.4,8.34,6.34,4.45,2.69,1.3,0.47,0.13,15.69,13.99,12.0,10.0,8.01,6.0,4.05,2.06,0.66,12.35,10.28,8.11,5.62,4.2,2.52,1.17,0.37,0.01,15.15,13.0,11.03,9.01,7.1,4.99,3.09,1.02,0.01,254,1784,2546,6565,8665,11034.0,52349.0,299529.0,513962.0,14.5112,12.6859,9.9884,7.4426,5.3196,3.5392,2.0149,0.9757,0.2765,5.94,4.05,2.28,1.48,0.72,0.31,0.11,0.04,0.02,6.55,4.72,3.14,1.9,1.0,0.42,0.13,0.04,0.02,860,2426,19833,123740,64169.0,28187.0,13510.0,9908.0,8647.0,6.349,4.7993,2.7631,1.7246,1.0189,0.4088,0.1457,0.0424,0.0236,O:SPY231114P00434000,O:SPY231114P00436000,O:SPY231114P00438000,O:SPY231114P00440000,O:SPY231114P00442000,O:SPY231114P00444000,O:SPY231114P00446000,O:SPY231114P00448000,O:SPY231114P00450000,0.01,0.02,0.04,0.08,0.16,0.41,1.0,2.18,3.76,0.03,0.05,0.05,0.09,0.18,0.43,1.1,2.34,4.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,8771,10078,30635,25125,43061,90606.0,218620.0,425164.0,118834.0,0.0135,0.0171,0.0267,0.0411,0.0678,0.1138,0.3163,0.4935,0.9926,0.35,0.68,1.27,2.2,3.44,4.97,6.61,8.46,10.64,0.13,0.33,0.74,1.47,2.56,3.99,5.83,7.37,9.59,19740,26742,95176,84359,9934.0,613.0,69.0,1666.0,110.0,0.2129,0.4775,0.9235,1.4984,2.5282,4.0401,5.8251,7.5092,9.4737
2023-11-15,450.11,451.38,448.8,449.68,448.73,77327573.0,2023-11-15,443,445,447,449,451,453,455,457,459,O:SPY231115C00443000,O:SPY231115C00445000,O:SPY231115C00447000,O:SPY231115C00449000,O:SPY231115C00451000,O:SPY231115C00453000,O:SPY231115C00455000,O:SPY231115C00457000,O:SPY231115C00459000,7.1,5.17,3.36,1.8,0.71,0.19,0.07,0.03,0.02,8.33,6.34,4.4,2.51,1.01,0.27,0.07,0.03,0.02,5.89,3.9,1.94,0.07,0.01,0.01,0.01,0.01,0.01,6.29,4.21,2.0,1.66,0.01,0.01,0.01,0.01,0.01,892,2306,6378,111424,533003,142630.0,41149.0,6678.0,2480.0,7.2892,5.2292,3.2297,1.2048,0.4505,0.121,0.0353,0.017,0.01,3.92,2.41,1.35,0.63,0.26,0.1,0.04,0.02,0.02,6.21,4.33,2.62,1.32,0.54,0.2,0.07,0.04,0.02,2439,9019,36225,139470,54065.0,55374.0,41360.0,4135.0,3151.0,5.2598,3.3848,2.093,1.3209,0.619,0.2153,0.0824,0.0413,0.0244,O:SPY231115P00443000,O:SPY231115P00445000,O:SPY231115P00447000,O:SPY231115P00449000,O:SPY231115P00451000,O:SPY231115P00453000,O:SPY231115P00455000,O:SPY231115P00457000,,0.03,0.1,0.26,0.68,1.47,2.96,4.89,6.57,,0.04,0.1,0.29,0.87,2.54,4.05,6.18,7.99,,0.01,0.01,0.01,0.01,0.59,1.84,3.73,5.78,,0.01,0.01,0.01,0.1,2.54,3.83,6.0,6.74,,11612,37713,104887,462209,173987,6677.0,2739.0,8805.0,,0.0251,0.0503,0.0924,0.3246,1.0667,2.7909,4.4389,6.5038,,0.54,1.09,1.97,3.24,4.57,6.22,8.3,8.68,,0.13,0.25,0.54,1.23,2.44,4.08,6.01,8.37,,18003,55963,82028,111894,3438.0,385.0,360.0,529.0,,0.2319,0.4416,0.8797,1.3912,2.4948,4.0693,6.7954,7.25,
2023-11-16,449.22,450.56,448.12,450.23,449.68,66654468.0,2023-11-16,444,446,448,450,452,454,456,458,460,O:SPY231116C00444000,O:SPY231116C00446000,O:SPY231116C00448000,O:SPY231116C00450000,O:SPY231116C00452000,O:SPY231116C00454000,O:SPY231116C00456000,O:SPY231116C00458000,O:SPY231116C00460000,5.25,3.39,1.78,0.63,0.18,0.05,0.02,0.01,0.01,6.46,4.71,2.7,1.19,0.31,0.06,0.02,0.01,0.01,4.4,2.32,0.83,0.07,0.01,0.01,0.01,0.01,0.01,6.2,4.71,2.4,0.25,0.01,0.01,0.01,0.01,0.01,820,3647,66416,593984,102263,31806.0,3899.0,3826.0,706.0,5.5393,3.2414,1.4108,0.39,0.1119,0.0361,0.0111,0.01,0.01,6.7,4.88,3.18,1.83,0.97,0.44,0.23,0.11,0.05,5.66,3.43,1.88,0.79,0.28,0.08,0.03,0.01,0.01,495,967,6263,135543,86970.0,35087.0,31735.0,4015.0,4438.0,6.5137,4.5525,2.7907,1.5333,0.8019,0.3227,0.1521,0.0574,0.0423,O:SPY231116P00444000,O:SPY231116P00446000,O:SPY231116P00448000,O:SPY231116P00450000,O:SPY231116P00452000,O:SPY231116P00454000,O:SPY231116P00456000,O:SPY231116P00458000,O:SPY231116P00460000,0.05,0.17,0.49,1.39,2.96,4.62,6.69,7.5,10.6,0.05,0.17,0.69,2.0,3.82,5.82,7.67,9.3,11.04,0.01,0.01,0.01,0.01,1.68,3.57,5.54,7.5,9.66,0.01,0.01,0.01,0.02,1.85,3.82,5.72,7.74,10.42,26451,108339,413160,289253,8404,1595.0,7410.0,439.0,144.0,0.0224,0.0678,0.2849,0.907,2.4023,4.4613,6.8207,7.9999,10.5661,0.28,0.49,0.89,1.56,2.55,4.08,5.95,6.89,9.69,0.11,0.28,0.7,1.62,3.06,4.82,7.0,7.85,11.06,59369,29455,91311,149015,8816.0,1159.0,275.0,202.0,220.0,0.1318,0.3038,0.6452,1.2638,2.3985,3.7569,5.8249,7.8082,9.6286
2023-11-17,450.24,451.42,449.29,450.79,450.23,83193902.0,2023-11-17,444,446,448,450,452,454,456,458,460,O:SPY231117C00444000,O:SPY231117C00446000,O:SPY231117C00448000,O:SPY231117C00450000,O:SPY231117C00452000,O:SPY231117C00454000,O:SPY231117C00456000,O:SPY231117C00458000,O:SPY231117C00460000,6.36,4.41,2.49,1.11,0.34,0.08,0.02,0.01,0.01,7.38,5.35,3.4,1.44,0.42,0.1,0.03,0.01,0.01,5.49,3.37,1.58,0.36,0.01,0.01,0.01,0.01,0.01,6.64,4.53,2.55,0.69,0.01,0.01,0.01,0.01,0.01,1232,2908,12193,452860,233784,38332.0,10543.0,3000.0,1165.0,6.4661,4.4637,2.3134,0.7963,0.1127,0.0389,0.0128,0.01,0.01,5.56,4.12,2.36,1.22,0.56,0.23,0.1,0.04,0.02,6.34,4.53,2.71,1.31,0.47,0.14,0.04,0.03,0.02,1256,4461,27920,198739,61095.0,39914.0,10567.0,3432.0,3229.0,5.9836,3.9344,2.0496,1.143,0.4685,0.146,0.0615,0.0291,0.0195,O:SPY231117P00444000,O:SPY231117P00446000,O:SPY231117P00448000,O:SPY231117P00450000,O:SPY231117P00452000,O:SPY231117P00454000,O:SPY231117P00456000,O:SPY231117P00458000,O:SPY231117P00460000,0.04,0.09,0.29,0.86,2.12,3.52,5.6,8.61,9.52,0.06,0.12,0.43,1.27,2.75,4.63,6.62,8.61,10.6,0.01,0.01,0.01,0.01,0.67,2.64,4.85,6.94,8.67,0.01,0.01,0.01,0.01,1.6,3.45,5.74,7.74,9.24,12806,44495,181932,469886,36706,1604.0,126.0,629.0,15961.0,0.0243,0.0576,0.1814,0.4955,1.3526,3.5806,5.7801,7.2413,9.3965,0.25,0.52,1.01,1.89,3.27,4.99,6.72,8.71,10.85,0.07,0.15,0.41,1.02,2.2,3.81,5.8,8.79,9.86,26181,56683,172914,112085,5171.0,1013.0,136.0,13.0,25497.0,0.1701,0.4141,0.8154,1.547,2.8491,4.4662,6.4253,8.7315,10.1564
2023-11-20,450.53,455.125,450.52,454.26,450.79,69614633.0,2023-11-20,445,447,449,451,453,455,457,459,461,O:SPY231120C00445000,O:SPY231120C00447000,O:SPY231120C00449000,O:SPY231120C00451000,O:SPY231120C00453000,O:SPY231120C00455000,O:SPY231120C00457000,O:SPY231120C00459000,O:SPY231120C00461000,5.6,3.72,1.92,0.62,0.14,0.02,0.01,0.01,0.01,10.06,8.09,6.07,4.12,2.13,0.37,0.05,0.02,0.01,5.6,3.69,1.87,0.61,0.11,0.01,0.01,0.01,0.01,8.9,7.0,4.85,2.93,0.94,0.01,0.05,0.01,0.01,756,1561,7894,106188,337826,277381.0,10581.0,956.0,161.0,8.187,5.2824,3.3649,1.3224,0.5209,0.1074,0.0101,0.0103,0.01,5.55,3.82,2.34,1.2,0.53,0.21,0.07,0.03,0.02,5.77,3.95,2.05,0.85,0.26,0.07,0.03,0.02,0.01,1352,1233,19331,171089,48936.0,25540.0,8437.0,1826.0,291.0,5.6441,3.6606,2.0995,1.0279,0.373,0.1239,0.0396,0.0185,0.0157,O:SPY231120P00445000,O:SPY231120P00447000,O:SPY231120P00449000,O:SPY231120P00451000,O:SPY231120P00453000,O:SPY231120P00455000,O:SPY231120P00457000,O:SPY231120P00459000,,0.04,0.09,0.3,1.08,2.53,4.97,6.37,7.42,,0.04,0.1,0.34,1.08,2.53,4.97,6.37,7.59,,0.01,0.01,0.01,0.01,0.01,0.21,1.91,3.91,,0.01,0.01,0.01,0.01,0.01,1.14,2.9,4.85,,10569,19797,67593,270772,244351,102868.0,1044.0,12359.0,,0.0155,0.0293,0.0777,0.2553,0.4544,0.6108,3.3293,6.5403,,0.23,0.5,0.99,1.9,3.06,4.99,7.25,9.0,,0.06,0.15,0.44,1.27,2.66,4.32,6.34,8.67,,18678,28595,93199,63259,1979.0,1017.0,114.0,34.0,,0.1436,0.2993,0.7788,1.332,2.708,4.2919,6.4596,8.7418,
2023-11-21,453.1842,454.131,451.9599,453.27,454.26,49244639.0,2023-11-21,448,450,452,454,456,458,460,462,464,O:SPY231121C00448000,O:SPY231121C00450000,O:SPY231121C00452000,O:SPY231121C00454000,O:SPY231121C00456000,O:SPY231121C00458000,O:SPY231121C00460000,O:SPY231121C00462000,O:SPY231121C00464000,5.28,3.39,1.7,0.62,0.16,0.04,0.02,0.01,0.01,5.57,3.65,1.81,0.65,0.18,0.05,0.02,0.02,0.01,4.08,2.19,0.91,0.1,0.01,0.01,0.01,0.01,0.01,5.1,2.79,1.48,0.12,0.01,0.01,0.01,0.01,0.01,627,6377,126177,333597,103116,13238.0,8530.0,211.0,31.0,4.9003,2.9945,1.2918,0.3569,0.0723,0.0238,0.0111,0.0103,0.01,3.27,1.76,0.8,0.3,0.11,0.04,0.03,0.02,0.01,6.18,4.17,2.42,1.1,0.38,0.11,0.04,0.02,0.01,628,10074,83534,85278,48358.0,11805.0,14026.0,1737.0,2359.0,4.98,2.8647,1.543,1.1076,0.4625,0.1353,0.0489,0.0216,0.0105,O:SPY231121P00448000,O:SPY231121P00450000,O:SPY231121P00452000,O:SPY231121P00454000,O:SPY231121P00456000,O:SPY231121P00458000,O:SPY231121P00460000,O:SPY231121P00462000,O:SPY231121P00464000,0.05,0.15,0.51,1.4,2.93,4.83,6.89,9.74,10.8,0.06,0.25,0.93,2.26,4.02,6.0,8.15,9.95,10.85,0.01,0.01,0.1,0.76,2.45,4.45,6.48,8.66,10.58,0.01,0.02,0.23,1.37,3.23,5.2,7.16,9.0,10.85,38284,155793,323202,79298,5444,549.0,3174.0,9.0,4.0,0.0335,0.0973,0.4805,1.328,3.4498,5.0424,7.107,9.5567,10.7325,0.48,1.07,2.11,3.63,4.58,6.48,8.93,8.38,14.48,0.05,0.13,0.37,1.05,2.33,4.08,5.96,7.25,13.93,20889,61086,90641,69524,6416.0,575.0,220.0,25.0,20.0,0.1964,0.4119,0.812,1.0139,2.1577,3.7847,6.0126,7.204,14.205
2023-11-22,454.98,456.38,453.8895,455.02,453.27,59446573.0,2023-11-22,447,449,451,453,455,457,459,461,463,O:SPY231122C00447000,O:SPY231122C00449000,O:SPY231122C00451000,O:SPY231122C00453000,O:SPY231122C00455000,O:SPY231122C00457000,O:SPY231122C00459000,O:SPY231122C00461000,O:SPY231122C00463000,7.76,6.03,3.99,2.19,0.84,0.2,0.04,0.02,0.01,9.25,7.34,5.32,3.44,1.71,0.5,0.08,0.02,0.02,6.96,4.95,2.99,1.09,0.01,0.01,0.01,0.01,0.01,8.05,5.94,3.7,1.95,0.02,0.01,0.01,0.01,0.01,121,538,3017,26455,562468,198775.0,28631.0,6219.0,391.0,8.1887,6.2698,4.1021,2.2171,0.5901,0.1778,0.0367,0.0142,0.01,6.54,4.73,3.01,1.63,0.74,0.28,0.11,0.03,0.02,6.41,4.15,2.5,1.3,0.55,0.19,0.07,0.02,0.02,239,758,6385,118650,65976.0,20565.0,13675.0,4290.0,1825.0,6.1879,4.3309,2.6963,1.4994,0.6755,0.2427,0.0825,0.0343,0.0189,O:SPY231122P00447000,O:SPY231122P00449000,O:SPY231122P00451000,O:SPY231122P00453000,O:SPY231122P00455000,O:SPY231122P00457000,O:SPY231122P00459000,O:SPY231122P00461000,O:SPY231122P00463000,0.01,0.03,0.12,0.23,0.85,2.14,3.99,4.99,7.42,0.05,0.18,0.12,0.44,1.45,3.14,4.78,6.87,8.6,0.01,0.01,0.01,0.01,0.04,1.13,2.9,4.8,6.75,0.01,0.01,0.01,0.01,0.07,2.0,4.07,5.99,8.6,4874,12075,44625,188714,485292,19760.0,130.0,3146.0,2211.0,0.0144,0.0195,0.0422,0.1596,0.5019,1.8015,4.0243,5.9722,7.3473,0.11,0.25,0.58,1.24,2.33,4.01,6.03,8.1,,0.07,0.18,0.55,1.32,2.6,4.25,5.72,7.72,,11016,25412,76565,99145,8283.0,885.0,161.0,35.0,,0.0956,0.2408,0.6335,1.3307,2.4142,3.9953,5.8993,8.1903,
